3519,1325,1086
3657,1363,1217
3768,1322,1175
3045,1124,1012
2224,509,705
1696,268,441
1456,236,164
1451,485,207
1363,865,321
1541,1002,414
1616,658,420
1698,174,446
2242,178,625
2715,484,1000
2057,657,945
1453,564,867
1292,333,593
2730,52,451
3293,4,418
2393,16,419
1218,-361,453
979,-695,846
1668,-768,922
2167,-966,927
1395,-731,699
1091,21,351
241,-30,-7
111,-86,109
0,-574,345
1132,-839,516
983,-1461,620
995,-2743,455
423,-3102,-26
-1327,-3183,-773
-1030,-1863,-323
-1266,-2687,-416
-2047,-4115,-801
-362,-4216,-26
-849,-4790,-517
-314,-3520,-159
395,508,1509
-664,1458,1462
-1594,583,1012
-1823,-1031,-68
-733,420,229
-92,158,59
-517,-24,87
-729,326,71
-874,-333,-483
-2016,-1636,-1653
-531,-987,-1121
-1752,-264,-470
-2122,-337,-264
-536,205,547
-810,192,613
-1989,-195,476
-2383,949,718
-3665,714,309
-5079,-387,616
-5047,789,900
-4819,1322,1025
-2214,2621,811
-1813,2164,940
-819,2236,872
653,3211,1254
169,3538,1282
-80,2937,1220
-200,2380,631
55,1753,298
956,644,159
3248,-255,496
8068,-544,397
10630,-616,551
7148,-155,264
2198,36,-119
1243,85,-216
1468,40,-135
1380,71,2
1289,139,247
1170,171,330
1060,81,358
885,-133,527
1013,-173,469
3307,-147,-1780
11331,319,-3943
7715,140,-1904
3969,63,-900
1747,86,-628
1614,117,-777
1873,43,-570
1982,44,-1029
3593,26,-1159
3010,21,-801
2865,-15,-643
3201,-135,-137
2724,-54,-284
3474,39,-395
17212,-193,-919
26390,409,-1986
698,74,-329
83,65,-280
169,66,-274
95,59,-278
28,61,-282
22,66,-276
66,63,-268
65,68,-263
51,65,-269
69,67,-270
69,64,-265
56,47,-256
57,67,-269
96,62,-280
67,57,-265
46,47,-1252
32,181,-4263
66,180,-4255
58,136,-2947
57,83,-1239
31,77,-775
39,87,-1533
70,95,-1441
36,96,-1660
58,67,-604
60,48,-314
52,57,-301
67,68,-287
59,61,-286
62,47,-280
71,53,-296
51,53,-281
61,53,-294
58,54,-280
53,56,-278
52,54,-289
58,52,-287
70,57,-273
55,59,-276
45,54,-278
66,73,-286
50,54,-284
66,65,-291
63,55,-284
56,53,-294
52,63,-309
63,64,-348
61,61,-427
53,72,-445
64,62,-407
60,58,-416
70,66,-431
60,56,-431
60,67,-395
56,60,-389
59,62,-386
62,60,-379
53,46,-384
68,55,-358
62,72,-351
48,66,-350
58,70,-353
59,61,-348
52,65,-360
64,60,-373
71,66,-377
55,51,-332
72,54,-339
69,62,-353
60,55,-363
60,63,-375
61,72,-367
54,58,-325
53,55,-322
50,68,-328
58,54,-320
57,53,-308
55,47,-320
45,56,-343
68,51,-293
53,64,-271
41,62,-273
45,48,-258
53,49,-273
49,61,-264
42,63,-270
-15,29,338
18,-34,1838
34,-47,2722
7,-17,1158
-56,32,-251
-234,16,30
-1195,-29,539
-1852,-370,367
-2007,-791,-300
-1971,-986,-203
-1454,-1160,196
-1464,-1197,-86
-605,-1631,-84
-358,-2032,490
-687,-2175,592
-818,-2280,747
-620,-2331,1200
-597,-2159,958
-544,-1793,929
-330,-1710,1091
-533,-1500,1170
-1087,-2090,652
-1537,-2979,741
-1591,-3819,213
-746,-4247,-922
252,-4509,-355
445,-3947,-541
-118,-3786,-643
-255,-4629,-485
560,-5684,-9
846,-5543,-558
486,-5266,-423
-68,-4989,-475
722,-4959,-956
1234,-5231,-1020
1514,-5546,178
1115,-5443,277
1285,-5222,-310
1653,-5120,-576
1569,-5084,-476
1467,-5341,-57
