91,329,231,3941
96,338,224,3961
97,322,231,3981
90,316,229,4001
99,329,215,4021
103,333,229,4041
99,329,216,4061
90,335,222,4081
100,323,225,4101
93,325,221,4121
84,329,223,4141
94,330,224,4161
85,319,228,4181
110,326,224,4201
100,326,219,4221
87,333,233,4241
97,320,217,4261
98,326,219,4281
91,321,226,4301
92,322,230,4321
102,324,217,4341
75,326,227,4361
95,327,232,4381
96,335,223,4401
93,329,226,4421
80,328,221,4441
100,324,224,4461
97,325,230,4481
96,330,223,4501
98,316,223,4521
95,322,232,4541
88,322,226,4561
99,322,231,4581
84,331,226,4601
94,329,219,4621
102,328,223,4641
100,329,224,4661
95,332,226,4681
89,319,225,4701
90,331,232,4721
112,338,226,4741
99,323,221,4761
78,327,226,4781
91,333,218,4801
101,332,223,4821
84,319,226,4841
87,328,219,4861
101,335,221,4881
93,331,221,4901
103,334,222,4921
98,344,228,4941
86,326,227,4961
89,320,229,4981
102,331,232,5001
103,322,220,5021
90,344,217,5041
88,330,220,5061
92,332,219,5081
79,322,226,5101
105,337,236,5121
80,331,221,5141
90,326,211,5161
103,328,225,5181
88,331,216,5201
100,317,227,5221
83,344,227,5241
101,334,215,5261
98,336,222,5281
103,321,221,5301
91,322,220,5321
102,331,223,5341
84,322,220,5361
81,319,224,5381
99,331,226,5401
92,324,229,5421
108,316,221,5441
103,320,217,5461
74,336,225,5481
92,331,223,5501
82,340,226,5521
92,315,222,5541
91,337,222,5561
82,325,223,5581
107,338,228,5601
94,330,231,5621
98,324,222,5641
105,318,225,5661
93,314,223,5681
99,327,231,5701
96,332,220,5721
90,327,220,5741
91,322,230,5761
88,331,229,5781
89,318,219,5801
88,327,222,5821
98,326,218,5841
106,331,229,5861
94,317,227,5881
82,328,223,5901
101,330,228,5921
98,332,219,5941
92,320,218,5961
94,332,214,5981
88,330,221,6001
94,326,228,6021
104,326,213,6041
84,324,229,6061
87,324,225,6081
102,333,229,6101
100,327,226,6121
105,326,214,6141
104,325,219,6161
87,328,220,6181
100,326,224,6201
91,327,226,6221
93,326,213,6241
88,323,217,6261
93,329,236,6281
85,333,226,6301
103,320,230,6321
89,331,224,6341
92,329,213,6361
95,330,213,6381
86,325,215,6401
97,330,223,6421
96,312,225,6441
93,320,226,6461
82,326,229,6481
83,316,221,6501
90,332,213,6521
78,335,223,6541
97,331,217,6561
104,327,214,6581
97,324,227,6601
93,316,224,6621
91,323,222,6641
93,321,227,6661
88,327,229,6681
98,327,218,6701
88,320,224,6721
84,340,226,6741
95,332,221,6761
83,321,220,6781
110,324,232,6801
88,323,222,6821
97,318,225,6841
98,323,228,6861
99,326,221,6881
91,320,219,6901
84,322,222,6921
91,338,222,6941
103,331,216,6961
98,323,230,6981
85,319,221,7001
90,336,219,7021
93,319,219,7041
98,332,219,7061
86,337,224,7081
93,328,221,7101
108,325,222,7121
97,334,226,7141
80,328,221,7161
82,323,221,7181
94,312,210,7201
98,328,214,7221
91,323,220,7241
87,331,217,7261
87,325,228,7281
95,319,224,7301
91,320,210,7321
85,340,213,7341
101,330,221,7361
89,331,226,7381
97,317,228,7401
103,318,229,7421
97,322,217,7441
78,331,218,7461
90,331,222,7481
79,328,212,7501
88,328,222,7521
98,336,213,7541
87,334,218,7561
100,321,226,7581
92,329,230,7601
100,331,224,7621
92,332,220,7641
98,328,223,7661
94,329,228,7681
88,325,221,7701
87,327,239,7721
93,328,222,7741
95,325,221,7761
109,324,227,7781
85,329,216,7801
84,339,206,7821
97,341,214,7841
101,319,227,7861
82,323,219,7881
100,325,230,7901
93,332,222,7921
88,328,215,7941
114,334,217,7961
94,320,220,7981
97,340,230,8001
107,331,229,8021
89,321,223,8041
98,329,218,8061
91,333,228,8081
91,333,219,8101
81,324,215,8121
96,326,229,8141
105,325,225,8161
92,315,223,8181
94,317,218,8201
79,327,228,8221
105,318,220,8241
98,324,222,8261
90,322,228,8281
97,334,231,8301
82,325,226,8321
107,325,226,8341
77,328,223,8361
96,325,234,8381
88,329,228,8401
91,321,216,8421
95,324,223,8441
97,328,214,8461
117,333,221,8481
79,337,215,8501
88,326,231,8521
96,337,230,8541
94,318,232,8561
86,316,230,8581
85,333,226,8601
95,340,219,8621
96,330,224,8641
96,327,228,8661
91,321,226,8681
89,333,227,8701
99,329,222,8721
84,347,213,8741
88,323,229,8761
77,319,222,8781
92,311,220,8801
84,332,220,8821
71,327,214,8841
88,318,225,8861
101,326,218,8881
100,329,235,8901
102,318,226,8921
101,331,230,8941
99,313,226,8961
80,332,220,8981
107,326,216,9001
94,317,228,9021
93,326,219,9041
74,316,232,9061
84,329,221,9081
91,327,221,9101
100,326,232,9121
90,316,217,9141
95,328,224,9161
85,333,220,9181
89,320,224,9201
88,323,225,9221
103,336,215,9241
97,327,222,9261
86,334,217,9281
96,333,226,9301
87,325,234,9321
88,324,225,9341
84,330,225,9361
91,331,219,9381
83,323,223,9401
87,319,232,9421
96,334,227,9441
87,318,216,9461
94,322,226,9481
80,331,217,9501
94,331,218,9521
91,328,218,9541
79,335,229,9561
95,327,212,9581
93,334,218,9601
87,335,225,9621
96,323,231,9641
89,336,220,9661
90,335,213,9681
93,330,227,9701
82,323,234,9721
87,335,218,9741
99,315,218,9761
97,321,220,9781
91,334,227,9801
102,333,218,9821
98,322,235,9841
112,320,222,9861
94,337,221,9881
102,323,222,9901
85,321,225,9921
100,328,222,9941
86,326,229,9961
96,325,232,9981
101,324,219,10001
92.958,327.11,222.946,
